TENANT_CD,ACCOUNT_KEY,BASE_CURR_AMOUNT,BASE_CURR_CD,BENE_CURR_CD,EXECUTION_LOCAL_DATE_TIME,OPP_COUNTRY_CD,ORIG_CURR_CD,ORIGINATOR_NAME,TRANSACTION_TYPE_DESC
2000000.0,UDM_Branch_t2_12_BUR,875341.0,USD,USD,07-JUL-12 09.28.33.000000000 PM,missing,USD,Branch of Bank of alabama,Send - Money Transfer - Outgoing
2000000.0,t2_945,700074.0,USD,USD,12-JUL-12 03.41.44.000000000 PM,missing,USD,Branch of USA Electric Corp.,Send - Bill Payment - Incoming
2000000.0,t2_369,700074.0,USD,USD,12-JUL-12 03.41.44.000000000 PM,missing,USD,Branch of USA Electric Corp.,Send - Bill Payment - Outgoing
2000000.0,t2_481,528464.0,USD,USD,23-JUL-12 11.31.42.000000000 AM,missing,USD,Branch of Bank of alabama,Send - Online - Outgoing
2000000.0,t2_152,528464.0,USD,USD,23-JUL-12 11.31.42.000000000 AM,missing,USD,Branch of Bank of alabama,Send - Prepaid Cards - Incoming
2000000.0,t2_481,528464.0,USD,USD,23-JUL-12 11.31.42.000000000 AM,missing,USD,Branch of Bank of alabama,Send - Prepaid Cards - Outgoing
2000000.0,t2_152,528464.0,USD,USD,23-JUL-12 11.31.42.000000000 AM,missing,USD,Branch of Bank of alabama,Send - Online - Incoming
2000000.0,t2_484,391448.0,USD,MXN,02-AUG-12 09.11.48.000000000 AM,missing,MXN,Branch of USA Electric Corp.,Receive - Money Transfer - Outgoing
2000000.0,t2_145,391448.0,USD,MXN,02-AUG-12 09.11.48.000000000 AM,missing,MXN,Branch of USA Electric Corp.,Receive - Money Transfer - Incoming
2000000.0,t2_152,710570.0,USD,JPY,04-AUG-12 01.38.17.000000000 AM,missing,JPY,Branch of Bank Of England,Receive - Money Transfer - Incoming
2000000.0,t2_152,710570.0,USD,JPY,04-AUG-12 01.38.17.000000000 AM,missing,JPY,Branch of Bank Of England,Receive - Money Transfer - Incoming
2000000.0,t2_959,710570.0,USD,JPY,04-AUG-12 01.38.17.000000000 AM,missing,JPY,Branch of Bank Of England,Receive - Money Transfer - Outgoing
2000000.0,t2_959,710570.0,USD,JPY,04-AUG-12 01.38.17.000000000 AM,missing,JPY,Branch of Bank Of England,Receive - Money Transfer - Outgoing
2000000.0,UDM_Branch_t2_20_LIB,668168.0,USD,EUR,05-AUG-12 03.09.35.000000000 PM,missing,EUR,Branch of Bank of Martin Luther King,Receive - Cash Payout Services - Outgoing
2000000.0,t2_152,668168.0,USD,EUR,05-AUG-12 03.09.35.000000000 PM,missing,EUR,Branch of Bank of Martin Luther King,Receive - Cash Payout Services - Incoming
2000000.0,t2_959,706617.0,USD,EUR,07-AUG-12 07.26.28.000000000 PM,missing,EUR,Branch of USA Electric Corp.,Receive - Cash Payout Services - Outgoing
2000000.0,t2_152,706617.0,USD,EUR,07-AUG-12 07.26.28.000000000 PM,missing,EUR,Branch of USA Electric Corp.,Receive - Cash Payout Services - Incoming
2000000.0,t2_145,402053.0,USD,MXN,07-AUG-12 09.44.37.000000000 PM,missing,MXN,Branch of Bank Of England,Receive - Money Transfer - Incoming
2000000.0,t2_449,402053.0,USD,MXN,07-AUG-12 09.44.37.000000000 PM,missing,MXN,Branch of Bank Of England,Receive - Money Transfer - Outgoing
2000000.0,t2_945,732195.0,USD,MXN,12-AUG-12 06.42.20.000000000 PM,missing,MXN,Branch of Bank of France,Receive - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_110_CAN,732195.0,USD,MXN,12-AUG-12 06.42.20.000000000 PM,missing,MXN,Branch of Bank of France,Receive - Money Transfer - Outgoing
2000000.0,t2_145,116547.0,USD,JPY,15-AUG-12 05.33.49.000000000 AM,missing,JPY,Branch of Bank of alabama,Receive - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_12_BUR,116547.0,USD,JPY,15-AUG-12 05.33.49.000000000 AM,missing,JPY,Branch of Bank of alabama,Receive - Money Transfer - Outgoing
2000000.0,t2_152,271252.0,USD,JPY,28-AUG-12 04.06.48.000000000 PM,missing,JPY,Branch of BANK OF CHARLOTTE,Receive - Money Transfer - Incoming
2000000.0,t2_152,271252.0,USD,JPY,28-AUG-12 04.06.48.000000000 PM,missing,JPY,Branch of BANK OF CHARLOTTE,Receive - Money Transfer - Incoming
2000000.0,t2_948,271252.0,USD,JPY,28-AUG-12 04.06.48.000000000 PM,missing,JPY,Branch of BANK OF CHARLOTTE,Receive - Money Transfer - Outgoing
2000000.0,t2_948,271252.0,USD,JPY,28-AUG-12 04.06.48.000000000 PM,missing,JPY,Branch of BANK OF CHARLOTTE,Receive - Money Transfer - Outgoing
2000000.0,t2_145,551146.0,USD,USD,02-SEP-12 02.48.46.000000000 AM,missing,USD,Branch of Bank of France,Receive - Utility Bill Payment - Incoming
2000000.0,t2_912,551146.0,USD,USD,02-SEP-12 02.48.46.000000000 AM,missing,USD,Branch of Bank of France,Receive - Utility Bill Payment - Outgoing
2000000.0,t2_912,170345.0,USD,USD,04-SEP-12 06.32.04.000000000 PM,missing,USD,Branch of Bank of alabama,Send - Express Payment - Outgoing
2000000.0,t2_145,673576.0,USD,JPY,04-SEP-12 08.06.22.000000000 AM,missing,JPY,Branch of Bank of NEW YORK,Receive - Money Transfer - Incoming
2000000.0,t2_945,170345.0,USD,USD,04-SEP-12 06.32.04.000000000 PM,missing,USD,Branch of Bank of alabama,Send - Express Payment - Incoming
2000000.0,t2_945,170345.0,USD,USD,04-SEP-12 06.32.04.000000000 PM,missing,USD,Branch of Bank of alabama,Send - Utility Bill Payment - Incoming
2000000.0,t2_912,170345.0,USD,USD,04-SEP-12 06.32.04.000000000 PM,missing,USD,Branch of Bank of alabama,Send - Utility Bill Payment - Outgoing
2000000.0,t2_481,673576.0,USD,JPY,04-SEP-12 08.06.22.000000000 AM,missing,JPY,Branch of Bank of NEW YORK,Receive - Money Transfer - Outgoing
2000000.0,t2_145,102928.0,USD,EUR,19-SEP-12 06.54.42.000000000 AM,missing,EUR,Branch of Bank of France,Receive - Online - Incoming
2000000.0,UDM_Branch_t2_110_CAN,102928.0,USD,EUR,19-SEP-12 06.54.42.000000000 AM,missing,EUR,Branch of Bank of France,Receive - Online - Outgoing
2000000.0,t2_889,82469.0,USD,USD,24-SEP-12 12.05.31.000000000 PM,missing,USD,Branch of Bank of alabama,Send - Cash Payout Services - Outgoing
2000000.0,t2_145,82469.0,USD,USD,24-SEP-12 12.05.31.000000000 PM,missing,USD,Branch of Bank of alabama,Send - Cash Payout Services - Incoming
2000000.0,t2_145,107505.0,USD,USD,26-SEP-12 06.36.15.000000000 PM,missing,USD,Branch of Bank Of England,Send - Express Payment - Incoming
2000000.0,t2_442,107505.0,USD,USD,26-SEP-12 06.36.15.000000000 PM,missing,USD,Branch of Bank Of England,Send - Express Payment - Outgoing
2000000.0,t2_145,107505.0,USD,USD,26-SEP-12 06.36.15.000000000 PM,missing,USD,Branch of Bank Of England,Send - Utility Bill Payment - Incoming
2000000.0,t2_442,107505.0,USD,USD,26-SEP-12 06.36.15.000000000 PM,missing,USD,Branch of Bank Of England,Send - Utility Bill Payment - Outgoing
2000000.0,t2_145,103770.0,USD,USD,06-OCT-12 09.52.26.000000000 PM,missing,USD,Branch of Bank Of England,Send - Prepaid Cards - Incoming
2000000.0,t2_145,103770.0,USD,USD,06-OCT-12 09.52.26.000000000 PM,missing,USD,Branch of Bank Of England,Send - Money Transfer - Incoming
2000000.0,t2_889,103770.0,USD,USD,06-OCT-12 09.52.26.000000000 PM,missing,USD,Branch of Bank Of England,Send - Money Transfer - Outgoing
2000000.0,t2_889,103770.0,USD,USD,06-OCT-12 09.52.26.000000000 PM,missing,USD,Branch of Bank Of England,Send - Prepaid Cards - Outgoing
2000000.0,t2_152,398636.0,USD,EUR,15-OCT-12 12.04.38.000000000 PM,missing,EUR,Branch of Bank of France,Receive - Money Order - Incoming
2000000.0,t2_279,398636.0,USD,EUR,15-OCT-12 12.04.38.000000000 PM,missing,EUR,Branch of Bank of France,Receive - Money Order - Outgoing
2000000.0,t2_945,466453.0,USD,EUR,20-OCT-12 06.04.19.000000000 PM,missing,EUR,Branch of Bank of Martin Luther King,Receive - Money Order - Incoming
2000000.0,t2_279,466453.0,USD,EUR,20-OCT-12 06.04.19.000000000 PM,missing,EUR,Branch of Bank of Martin Luther King,Receive - Money Order - Outgoing
2000000.0,t2_152,34493.0,USD,EUR,30-OCT-12 04.06.09.000000000 AM,missing,EUR,Branch of Bank of alabama,Receive - Money Transfer - Incoming
2000000.0,t2_481,34493.0,USD,EUR,30-OCT-12 04.06.09.000000000 AM,missing,EUR,Branch of Bank of alabama,Receive - Money Transfer - Outgoing
2000000.0,UDM_Branch_t2_20_COO,892672.0,USD,JPY,10-NOV-12 07.03.01.000000000 PM,missing,JPY,Branch of Bank of France,Receive - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_20_COO,892672.0,USD,JPY,10-NOV-12 07.03.01.000000000 PM,missing,JPY,Branch of Bank of France,Receive - Utility Bill Payment - Incoming
2000000.0,t2_506,892672.0,USD,JPY,10-NOV-12 07.03.01.000000000 PM,missing,JPY,Branch of Bank of France,Receive - Utility Bill Payment - Outgoing
2000000.0,t2_506,892672.0,USD,JPY,10-NOV-12 07.03.01.000000000 PM,missing,JPY,Branch of Bank of France,Receive - Money Transfer - Outgoing
2000000.0,t2_945,699141.0,USD,JPY,28-NOV-12 08.09.14.000000000 PM,missing,JPY,Branch of Bank of alabama,Receive - Money Transfer - Incoming
2000000.0,t2_945,134003.0,USD,JPY,28-NOV-12 12.00.05.000000000 AM,missing,JPY,Branch of Bank of Martin Luther King,Receive - Money Transfer - Incoming
2000000.0,t2_204,134003.0,USD,JPY,28-NOV-12 12.00.05.000000000 AM,missing,JPY,Branch of Bank of Martin Luther King,Receive - Money Transfer - Outgoing
2000000.0,t2_948,699141.0,USD,JPY,28-NOV-12 08.09.14.000000000 PM,missing,JPY,Branch of Bank of alabama,Receive - Money Transfer - Outgoing
2000000.0,t2_506,664063.0,USD,USD,30-NOV-12 05.26.51.000000000 AM,missing,USD,Branch of Bank Of US,Send - Cash Payout Services - Outgoing
2000000.0,t2_152,664063.0,USD,USD,30-NOV-12 05.26.51.000000000 AM,missing,USD,Branch of Bank Of US,Send - Cash Payout Services - Incoming
2000000.0,t2_152,664063.0,USD,USD,30-NOV-12 05.26.51.000000000 AM,missing,USD,Branch of Bank Of US,Send - Utility Bill Payment - Incoming
2000000.0,t2_506,664063.0,USD,USD,30-NOV-12 05.26.51.000000000 AM,missing,USD,Branch of Bank Of US,Send - Utility Bill Payment - Outgoing
2000000.0,UDM_Branch_t2_110_ARG,1629.0,USD,EUR,25-DEC-12 09.33.15.000000000 AM,missing,EUR,Branch of Bank of France,Send - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_12_BUR,841.0,USD,ERU,25-DEC-12 02.33.15.000000000 PM,missing,USD,Branch of Bank of alabama,Send - Money Transfer - Outgoing
2000000.0,UDM_Branch_t2_12_GRE,841.0,USD,ERU,25-DEC-12 02.33.15.000000000 PM,missing,USD,Branch of Bank of alabama,Send - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_110_CAN,1629.0,USD,EUR,25-DEC-12 09.33.15.000000000 AM,missing,EUR,Branch of Bank of France,Send - Money Transfer - Outgoing
2000000.0,UDM_Branch_t2_20_COO,10030.0,USD,ILS,26-DEC-12 06.24.55.000000000 AM,missing,CAD,Branch of USA Electric Corp.,Send - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_112_BRA,10030.0,USD,ILS,26-DEC-12 06.24.55.000000000 AM,missing,CAD,Branch of USA Electric Corp.,Send - Money Transfer - Outgoing
2000000.0,t2_889,133775.0,USD,JPY,27-DEC-12 12.33.41.000000000 PM,missing,JPY,Branch of Bank of alabama,Receive - Money Transfer - Outgoing
2000000.0,UDM_Branch_t2_113_LIB,264154.0,USD,MXN,27-DEC-12 12.33.41.000000000 PM,missing,MXN,Branch of Bank Of England,Receive - Money Transfer - Outgoing
2000000.0,t2_945,264154.0,USD,MXN,27-DEC-12 12.33.41.000000000 PM,missing,MXN,Branch of Bank Of England,Receive - Money Transfer - Incoming
2000000.0,t2_152,771334.0,USD,MXN,27-DEC-12 12.33.41.000000000 PM,missing,MXN,Branch of Bank Of England,Receive - Money Transfer - Incoming
2000000.0,t2_152,703099.0,USD,EUR,27-DEC-12 12.33.41.000000000 PM,missing,EUR,Branch of Bank of alabama,Receive - Utility Bill Payment - Incoming
2000000.0,t2_145,133775.0,USD,JPY,27-DEC-12 12.33.41.000000000 PM,missing,JPY,Branch of Bank of alabama,Receive - Money Transfer - Incoming
2000000.0,t2_497,703099.0,USD,EUR,27-DEC-12 12.33.41.000000000 PM,missing,EUR,Branch of Bank of alabama,Receive - Utility Bill Payment - Outgoing
2000000.0,UDM_Branch_t2_113_BRA,771334.0,USD,MXN,27-DEC-12 12.33.41.000000000 PM,missing,MXN,Branch of Bank Of England,Receive - Money Transfer - Outgoing
2000000.0,t2_35_2932_75748737_1,,USD,missing,27-DEC-12 12.00.00.000000000 AM,missing,USD,originator name,Loan repayment by online high risk fund transfer (internet)
2000000.0,t2_152,940953.0,USD,missing,15-SEP-12 12.39.50.000000000 PM,missing,EUR,Branch of BANK OF CHARLOTTE,Receive - Express Payment - Incoming
2000000.0,t2_945,827459.0,USD,missing,10-AUG-12 12.47.07.000000000 AM,missing,USD,Branch of Bank of France,Send - Prepaid Cards - Incoming
2000000.0,t2_945,827459.0,USD,missing,10-AUG-12 12.47.07.000000000 AM,missing,USD,Branch of Bank of France,Send - Money Order - Incoming
2000000.0,t2_945,835508.0,USD,missing,01-OCT-12 09.50.35.000000000 AM,missing,EUR,Branch of Bank of France,Receive - Money Order - Incoming
2000000.0,t2_945,736897.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,MXN,Branch of Bank of Martin Luther King,Receive - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_11_GRE,996411.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,JPY,Branch of Bank Of US,Receive - Money Transfer - Incoming
2000000.0,t2_945,307059.0,USD,missing,08-JUL-12 10.46.51.000000000 AM,missing,MXN,Branch of Bank of alabama,Receive - Money Transfer - Incoming
2000000.0,t2_152,817632.0,USD,missing,01-AUG-12 02.47.16.000000000 AM,missing,USD,Branch of USA Electric Corp.,Send - Prepaid Cards - Incoming
2000000.0,t2_152,817632.0,USD,missing,01-AUG-12 02.47.16.000000000 AM,missing,USD,Branch of USA Electric Corp.,Send - Money Transfer - Incoming
2000000.0,t2_152,758720.0,USD,missing,12-NOV-12 05.06.26.000000000 AM,missing,MXN,Branch of BANK OF CHARLOTTE,Receive - Money Transfer - Incoming
2000000.0,t2_945,100056.0,USD,missing,04-JUL-12 07.19.33.000000000 PM,missing,MXN,Branch of Bank of Martin Luther King,Receive - Money Transfer - Incoming
2000000.0,t2_945,553238.0,USD,missing,24-NOV-12 01.03.18.000000000 AM,missing,USD,Branch of BANK OF CHARLOTTE,Send - Online - Incoming
2000000.0,t2_945,553238.0,USD,missing,24-NOV-12 01.03.18.000000000 AM,missing,USD,Branch of BANK OF CHARLOTTE,Send - Money Transfer - Incoming
2000000.0,t2_145,124472.0,USD,missing,10-AUG-12 07.09.37.000000000 AM,missing,MXN,Branch of Bank of NEW YORK,Receive - Money Transfer - Incoming
2000000.0,t2_145,152723.0,USD,missing,26-JUN-12 09.32.20.000000000 PM,missing,USD,Branch of Bank of alabama,Send - Online - Incoming
2000000.0,t2_145,152723.0,USD,missing,26-JUN-12 09.32.20.000000000 PM,missing,USD,Branch of Bank of alabama,Send - Money Order - Incoming
2000000.0,UDM_Branch_t2_112_BAR,944350.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,JPY,Branch of USA Electric Corp.,Receive - Money Order - Incoming
2000000.0,UDM_Branch_t2_112_BAR,944350.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,JPY,Branch of USA Electric Corp.,Receive - Money Transfer - Incoming
2000000.0,t2_152,976386.0,USD,missing,21-AUG-12 12.52.31.000000000 PM,missing,EUR,Branch of Bank of Martin Luther King,Receive - Bill Payment - Incoming
2000000.0,t2_152,58655.0,USD,missing,17-NOV-12 04.34.33.000000000 PM,missing,USD,Branch of Bank Of US,Send - Cash Payout Services - Incoming
2000000.0,t2_152,509749.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,JPY,Branch of Bank Of England,Receive - Money Transfer - Incoming
2000000.0,t2_152,347501.0,USD,missing,30-JUL-12 09.37.44.000000000 PM,missing,MXN,Branch of Bank Of England,Receive - Money Transfer - Incoming
2000000.0,t2_145,691263.0,USD,missing,23-JUL-12 11.32.43.000000000 AM,missing,MXN,Branch of Bank Of England,Receive - Money Transfer - Incoming
2000000.0,t2_945,920834.0,USD,missing,13-AUG-12 01.10.03.000000000 AM,missing,JPY,Branch of Bank Of England,Receive - Money Transfer - Incoming
2000000.0,t2_145,23282.0,USD,missing,19-SEP-12 08.43.58.000000000 AM,missing,USD,Branch of Bank of alabama,Send - Cash Payout Services - Incoming
2000000.0,t2_145,75246.0,USD,missing,28-JUN-12 01.17.07.000000000 PM,missing,JPY,Branch of Bank of Martin Luther King,Receive - Money Transfer - Incoming
2000000.0,t2_145,75246.0,USD,missing,28-JUN-12 01.17.07.000000000 PM,missing,JPY,Branch of Bank of Martin Luther King,Receive - Money Order - Incoming
2000000.0,t2_145,130305.0,USD,missing,27-AUG-12 02.31.48.000000000 PM,missing,EUR,Branch of Bank of alabama,Receive - Express Payment - Incoming
2000000.0,t2_152,647306.0,USD,missing,30-OCT-12 03.05.45.000000000 PM,missing,USD,Branch of Bank Of US,Send - Prepaid Cards - Incoming
2000000.0,t2_152,647306.0,USD,missing,30-OCT-12 03.05.45.000000000 PM,missing,USD,Branch of Bank Of US,Send - Money Order - Incoming
2000000.0,t2_945,196.0,USD,missing,22-NOV-12 12.58.56.000000000 PM,missing,MXN,Branch of Bank of Martin Luther King,Receive - Money Transfer - Incoming
2000000.0,t2_945,197434.0,USD,missing,20-SEP-12 04.12.13.000000000 PM,missing,USD,Branch of Bank Of England,Send - Money Transfer - Incoming
2000000.0,t2_945,197434.0,USD,missing,20-SEP-12 04.12.13.000000000 PM,missing,USD,Branch of Bank Of England,Send - Bill Payment - Incoming
2000000.0,t2_945,18802.0,USD,missing,16-OCT-12 06.14.32.000000000 AM,missing,MXN,Branch of USA Electric Corp.,Receive - Money Transfer - Incoming
2000000.0,t2_145,155140.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,JPY,Branch of BANK OF CHARLOTTE,Receive - Money Transfer - Incoming
2000000.0,t2_152,491417.0,USD,missing,03-SEP-12 05.46.13.000000000 PM,missing,EUR,Branch of Bank Of England,Receive - Bill Payment - Incoming
2000000.0,t2_145,30562.0,USD,missing,05-NOV-12 12.18.58.000000000 AM,missing,JPY,Branch of Bank of NEW YORK,Receive - Money Transfer - Incoming
2000000.0,t2_945,710981.0,USD,missing,01-JUL-12 01.11.08.000000000 AM,missing,MXN,Branch of BANK OF CHARLOTTE,Receive - Money Transfer - Incoming
2000000.0,t2_945,797390.0,USD,missing,25-SEP-12 03.00.59.000000000 PM,missing,JPY,Branch of Bank Of England,Receive - Money Transfer - Incoming
2000000.0,t2_945,802408.0,USD,missing,16-JUL-12 02.17.12.000000000 PM,missing,USD,Branch of Bank Of US,Send - Express Payment - Incoming
2000000.0,t2_945,802408.0,USD,missing,16-JUL-12 02.17.12.000000000 PM,missing,USD,Branch of Bank Of US,Send - Utility Bill Payment - Incoming
2000000.0,t2_145,941811.0,USD,missing,11-NOV-12 11.42.43.000000000 AM,missing,EUR,Branch of USA Electric Corp.,Receive - Cash Payout Services - Incoming
2000000.0,t2_945,789242.0,USD,missing,09-OCT-12 09.17.50.000000000 PM,missing,JPY,Branch of BANK OF CHARLOTTE,Receive - Money Transfer - Incoming
2000000.0,t2_945,789242.0,USD,missing,09-OCT-12 09.17.50.000000000 PM,missing,JPY,Branch of BANK OF CHARLOTTE,Receive - Online - Incoming
2000000.0,t2_152,906865.0,USD,missing,25-NOV-12 06.41.35.000000000 PM,missing,MXN,Branch of Bank Of US,Receive - Money Transfer - Incoming
2000000.0,t2_152,118951.0,USD,missing,06-JUL-12 06.46.22.000000000 AM,missing,JPY,Branch of Bank Of US,Receive - Money Transfer - Incoming
2000000.0,t2_145,597020.0,USD,missing,06-OCT-12 08.30.03.000000000 PM,missing,MXN,Branch of Bank Of US,Receive - Money Transfer - Incoming
2000000.0,t2_152,212240.0,USD,missing,02-NOV-12 01.50.13.000000000 PM,missing,MXN,Branch of Bank of alabama,Receive - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_112_BRI,1546.0,USD,missing,25-DEC-12 02.33.15.000000000 PM,missing,ILS,Branch of Bank of NEW YORK,Send - Money Transfer - Incoming
2000000.0,t2_152,205600.0,USD,missing,19-OCT-12 02.21.08.000000000 PM,missing,USD,Branch of USA Electric Corp.,Send - Money Transfer - Incoming
2000000.0,t2_152,205600.0,USD,missing,19-OCT-12 02.21.08.000000000 PM,missing,USD,Branch of USA Electric Corp.,Send - Utility Bill Payment - Incoming
2000000.0,t2_145,101194.0,USD,missing,12-AUG-12 09.00.47.000000000 AM,missing,MXN,Branch of Bank of France,Receive - Money Transfer - Incoming
2000000.0,t2_945,744877.0,USD,missing,30-AUG-12 02.27.38.000000000 AM,missing,JPY,Branch of Bank of France,Receive - Money Transfer - Incoming
2000000.0,t2_912,241556.0,USD,missing,12-NOV-12 05.38.36.000000000 AM,missing,JPY,Branch of Bank of Martin Luther King,Receive - Utility Bill Payment - Outgoing
2000000.0,t2_912,241556.0,USD,missing,12-NOV-12 05.38.36.000000000 AM,missing,JPY,Branch of Bank of Martin Luther King,Receive - Money Transfer - Outgoing
2000000.0,t2_145,447601.0,USD,missing,13-OCT-12 11.32.34.000000000 PM,missing,MXN,Branch of USA Electric Corp.,Receive - Money Transfer - Incoming
2000000.0,t2_145,777974.0,USD,missing,05-NOV-12 04.47.24.000000000 AM,missing,USD,Branch of USA Electric Corp.,Send - Prepaid Cards - Incoming
2000000.0,t2_145,777974.0,USD,missing,05-NOV-12 04.47.24.000000000 AM,missing,USD,Branch of USA Electric Corp.,Send - Money Order - Incoming
2000000.0,t2_152,863989.0,USD,missing,20-NOV-12 08.49.08.000000000 PM,missing,MXN,Branch of USA Electric Corp.,Receive - Money Transfer - Incoming
2000000.0,t2_945,214284.0,USD,missing,17-NOV-12 04.01.55.000000000 PM,missing,JPY,Branch of USA Electric Corp.,Receive - Money Transfer - Incoming
2000000.0,t2_945,214284.0,USD,missing,17-NOV-12 04.01.55.000000000 PM,missing,JPY,Branch of USA Electric Corp.,Receive - Utility Bill Payment - Incoming
2000000.0,t2_145,730557.0,USD,missing,09-JUL-12 05.50.35.000000000 AM,missing,EUR,Branch of Bank Of England,Receive - Online - Incoming
2000000.0,t2_152,714022.0,USD,missing,03-JUL-12 09.48.34.000000000 AM,missing,USD,Branch of Bank Of England,Send - Cash Payout Services - Incoming
2000000.0,t2_152,714022.0,USD,missing,03-JUL-12 09.48.34.000000000 AM,missing,USD,Branch of Bank Of England,Send - Money Order - Incoming
2000000.0,t2_945,899003.0,USD,missing,01-DEC-12 05.17.06.000000000 PM,missing,EUR,Branch of Bank of France,Receive - Express Payment - Incoming
2000000.0,t2_145,950685.0,USD,missing,14-NOV-12 04.31.20.000000000 PM,missing,MXN,Branch of Bank of France,Receive - Money Transfer - Incoming
2000000.0,t2_152,196278.0,USD,missing,18-NOV-12 07.01.09.000000000 AM,missing,JPY,Branch of Bank of NEW YORK,Receive - Online - Incoming
2000000.0,t2_152,196278.0,USD,missing,18-NOV-12 07.01.09.000000000 AM,missing,JPY,Branch of Bank of NEW YORK,Receive - Money Transfer - Incoming
2000000.0,t2_945,102751.0,USD,missing,17-NOV-12 03.29.26.000000000 AM,missing,USD,Branch of USA Electric Corp.,Send - Online - Incoming
2000000.0,t2_945,102751.0,USD,missing,17-NOV-12 03.29.26.000000000 AM,missing,USD,Branch of USA Electric Corp.,Send - Money Order - Incoming
2000000.0,t2_945,655470.0,USD,missing,29-SEP-12 10.01.31.000000000 AM,missing,EUR,Branch of USA Electric Corp.,Receive - Online - Incoming
2000000.0,t2_152,41235.0,USD,missing,20-SEP-12 03.05.20.000000000 AM,missing,MXN,Branch of Bank of alabama,Receive - Money Transfer - Incoming
2000000.0,t2_945,478792.0,USD,missing,06-SEP-12 10.57.36.000000000 AM,missing,EUR,Branch of Bank of NEW YORK,Receive - Express Payment - Incoming
2000000.0,t2_152,649651.0,USD,missing,08-OCT-12 02.55.57.000000000 AM,missing,MXN,Branch of Bank of NEW YORK,Receive - Money Transfer - Incoming
2000000.0,t2_152,466112.0,USD,missing,05-JUL-12 05.24.54.000000000 AM,missing,JPY,Branch of Bank of Martin Luther King,Receive - Cash Payout Services - Incoming
2000000.0,t2_152,466112.0,USD,missing,05-JUL-12 05.24.54.000000000 AM,missing,JPY,Branch of Bank of Martin Luther King,Receive - Money Transfer - Incoming
